[DubaiMatrixASI] 14:51:02.589    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (90s/228s)
[DubaiMatrixASI] 14:51:02.742   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.251 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.251 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.049 WP=45.5% EV=+6.70 CVaR=-175.80 sim=20.6ms]
[DubaiMatrixASI] 14:51:02.743    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (90s/228s)
[DubaiMatrixASI] 14:51:02.999   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.251 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.251 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.062 WP=44.9% EV=+5.15 CVaR=-175.80 sim=18.5ms]
[DubaiMatrixASI] 14:51:03.010    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (90s/228s)
[DubaiMatrixASI] 14:51:03.019    OMEGA │ ⚡ 🧬 Gen #3: 2 mutações aplicadas | Tipo=uniform | Fitness=50.0000
[DubaiMatrixASI] 14:51:03.030     INFO │ 💫 Cycle #1800 | Action=SELL | Signal=-0.251 | Coherence=0.69 | Regime=DRIFTING_BEAR | Trades=0 | WinRate=0.0% | P&L=$+0.00 | Reason=SELL signal=-0.251 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.251 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.062 WP=44.9% EV=+5.15 CVaR=-175.80 sim=18.5ms]
[DubaiMatrixASI] 14:51:03.343   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.252 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.252 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.099 WP=43.7% EV=+0.49 CVaR=-175.80 sim=32.0ms]
[DubaiMatrixASI] 14:51:03.358    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (91s/228s)
[DubaiMatrixASI] 14:51:03.599   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.252 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.252 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.060 WP=45.3% EV=+4.96 CVaR=-175.80 sim=21.0ms]
[DubaiMatrixASI] 14:51:03.600    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (91s/228s)
[DubaiMatrixASI] 14:51:03.861   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.252 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.252 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.086 WP=44.1% EV=+2.20 CVaR=-175.80 sim=24.2ms]
[DubaiMatrixASI] 14:51:03.868    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (91s/228s)
[DubaiMatrixASI] 14:51:04.076   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.252 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.252 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.072 WP=44.2% EV=+4.38 CVaR=-175.80 sim=18.5ms]
[DubaiMatrixASI] 14:51:04.076    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (91s/228s)
[DubaiMatrixASI] 14:51:04.388   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.252 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.252 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.118 WP=43.1% EV=-1.93 CVaR=-175.80 sim=25.9ms]
[DubaiMatrixASI] 14:51:04.389    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (92s/228s)
[DubaiMatrixASI] 14:51:04.612   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.250 conf=0.72 coherence=0.67 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.250 COHERENCE=0.67 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.061 WP=44.7% EV=+5.59 CVaR=-175.80 sim=17.9ms]
[DubaiMatrixASI] 14:51:04.613    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (92s/228s)
[DubaiMatrixASI] 14:51:04.885   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.250 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.250 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.078 WP=44.3% EV=+3.15 CVaR=-175.80 sim=20.4ms]
[DubaiMatrixASI] 14:51:04.899    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (92s/228s)
[DubaiMatrixASI] 14:51:05.090   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.250 conf=0.72 coherence=0.69 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.250 COHERENCE=0.69 CONFIDENCE=0.72 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,CandleAnatomyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.090 WP=43.9% EV=+1.77 CVaR=-175.80 sim=31.2ms]
[DubaiMatrixASI] 14:51:05.095    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (92s/228s)
[DubaiMatrixASI] 14:51:05.333   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=219.75 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.060 WP=44.5% EV=+6.12 CVaR=-175.80 sim=20.8ms]
[DubaiMatrixASI] 14:51:05.336    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (93s/228s)
[DubaiMatrixASI] 14:51:05.747   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=220.19 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.086 WP=44.0% EV=+2.33 CVaR=-176.15 sim=24.4ms]
[DubaiMatrixASI] 14:51:05.750    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (93s/228s)
[DubaiMatrixASI] 14:51:05.968   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=220.19 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.123 WP=42.8% EV=-2.30 CVaR=-176.15 sim=21.0ms]
[DubaiMatrixASI] 14:51:05.969    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (93s/228s)
[DubaiMatrixASI] 14:51:06.219   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=220.19 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.114 WP=43.1% EV=-1.24 CVaR=-176.15 sim=20.3ms]
[DubaiMatrixASI] 14:51:06.220    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (94s/228s)
[DubaiMatrixASI] 14:51:06.413   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=220.19 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.126 WP=42.6% EV=-2.52 CVaR=-176.15 sim=17.8ms]
[DubaiMatrixASI] 14:51:06.414    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (94s/228s)
[DubaiMatrixASI] 14:51:06.657   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=220.19 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.064 WP=45.0% EV=+4.81 CVaR=-176.15 sim=18.0ms]
[DubaiMatrixASI] 14:51:06.658    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (94s/228s)
[DubaiMatrixASI] 14:51:06.929   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=220.19 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.041 WP=45.5% EV=+7.98 CVaR=-176.15 sim=18.8ms]
[DubaiMatrixASI] 14:51:06.930    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (94s/228s)
[DubaiMatrixASI] 14:51:07.172   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.205 conf=0.71 coherence=0.58 regime=DRIFTING_BEAR ATR=220.33 RR=1.50 | Quantum: SIGNAL=-0.205 COHERENCE=0.58 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[StatisticalAgent,SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent,OscillationWaveAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent] NEUTRAL[VolumeAgent,VolatilityAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.078 WP=44.3% EV=+3.37 CVaR=-176.26 sim=17.9ms]
[DubaiMatrixASI] 14:51:07.173    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (94s/228s)
[DubaiMatrixASI] 14:51:07.417   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.205 conf=0.71 coherence=0.58 regime=DRIFTING_BEAR ATR=220.33 RR=1.50 | Quantum: SIGNAL=-0.205 COHERENCE=0.58 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[StatisticalAgent,SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent,OscillationWaveAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent] NEUTRAL[VolumeAgent,VolatilityAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.098 WP=43.3% EV=+1.26 CVaR=-176.26 sim=18.1ms]
[DubaiMatrixASI] 14:51:07.428    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (95s/228s)
[DubaiMatrixASI] 14:51:07.681   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.205 conf=0.71 coherence=0.58 regime=DRIFTING_BEAR ATR=220.33 RR=1.50 | Quantum: SIGNAL=-0.205 COHERENCE=0.58 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[StatisticalAgent,SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent,OscillationWaveAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent] NEUTRAL[VolumeAgent,VolatilityAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.072 WP=44.5% EV=+4.02 CVaR=-176.26 sim=18.8ms]
[DubaiMatrixASI] 14:51:07.682    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (95s/228s)
[DubaiMatrixASI] 14:51:08.190   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=220.33 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.119 WP=43.0% EV=-1.77 CVaR=-176.26 sim=17.8ms]
[DubaiMatrixASI] 14:51:08.191    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (96s/228s)
[DubaiMatrixASI] 14:51:08.452   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=220.33 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.094 WP=43.8% EV=+1.26 CVaR=-176.26 sim=18.0ms]
[DubaiMatrixASI] 14:51:08.454    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (96s/228s)
[DubaiMatrixASI] 14:51:08.705   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.71 coherence=0.66 regime=DRIFTING_BEAR ATR=220.33 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.71 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,AggressivenessAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.088 WP=44.0% EV=+2.11 CVaR=-176.26 sim=18.1ms]
[DubaiMatrixASI] 14:51:08.705    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (96s/228s)
[DubaiMatrixASI] 14:51:08.944   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.246 conf=0.70 coherence=0.66 regime=DRIFTING_BEAR ATR=220.33 RR=1.50 | Quantum: SIGNAL=-0.246 COHERENCE=0.66 CONFIDENCE=0.70 ENTROPY=0.22 COLLAPSED | BULL[SRAgent,MacroBiasAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent,PriceGravityAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,GameTheoryNashAgent,CppFractalAgent,FVGAgent,AggressivenessAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,VolatilityAgent,StatisticalAgent,FractalAgent,DivergenceAgent,TimeWarpAgent,SentimentFearGreedAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent,PriceVelocityAgent] | MC[score=-0.059 WP=44.7% EV=+5.97 CVaR=-176.26 sim=19.6ms]
[DubaiMatrixASI] 14:51:08.956    DEBUG │ ⏳ Anti-metralhadora: cooldown ativo (96s/228s)
