[DubaiMatrixASI] 14:36:27.298   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.606 conf=0.77 coherence=0.67 regime=DRIFTING_BEAR ATR=224.09 RR=1.67 | Quantum: SIGNAL=-0.606 COHERENCE=0.67 CONFIDENCE=0.77 ENTROPY=0.34 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.031 WP=51.1% EV=+10.24 CVaR=-336.14 sim=28.7ms]
[DubaiMatrixASI] 14:36:27.309    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:27.495   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.606 conf=0.77 coherence=0.67 regime=DRIFTING_BEAR ATR=224.09 RR=1.67 | Quantum: SIGNAL=-0.606 COHERENCE=0.67 CONFIDENCE=0.77 ENTROPY=0.34 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.081 WP=49.2% EV=+4.04 CVaR=-336.14 sim=28.2ms]
[DubaiMatrixASI] 14:36:27.496    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:27.776   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.606 conf=0.77 coherence=0.67 regime=DRIFTING_BEAR ATR=224.26 RR=1.67 | Quantum: SIGNAL=-0.606 COHERENCE=0.67 CONFIDENCE=0.77 ENTROPY=0.34 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.098 WP=49.2% EV=+1.30 CVaR=-336.39 sim=28.8ms]
[DubaiMatrixASI] 14:36:27.777    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:28.055   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.627 conf=0.79 coherence=0.67 regime=DRIFTING_BEAR ATR=224.83 RR=1.67 | Quantum: SIGNAL=-0.627 COHERENCE=0.67 CONFIDENCE=0.79 ENTROPY=0.34 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.099 WP=49.3% EV=+0.96 CVaR=-337.24 sim=29.9ms]
[DubaiMatrixASI] 14:36:28.066    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:28.304   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.606 conf=0.77 coherence=0.67 regime=DRIFTING_BEAR ATR=224.83 RR=1.67 | Quantum: SIGNAL=-0.606 COHERENCE=0.67 CONFIDENCE=0.77 ENTROPY=0.34 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.075 WP=49.7% EV=+4.49 CVaR=-337.24 sim=28.3ms]
[DubaiMatrixASI] 14:36:28.305    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:28.554   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.606 conf=0.77 coherence=0.67 regime=DRIFTING_BEAR ATR=224.83 RR=1.67 | Quantum: SIGNAL=-0.606 COHERENCE=0.67 CONFIDENCE=0.77 ENTROPY=0.34 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.024 WP=51.2% EV=+11.27 CVaR=-337.24 sim=28.0ms]
[DubaiMatrixASI] 14:36:28.565    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:28.855   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.628 conf=0.79 coherence=0.67 regime=DRIFTING_BEAR ATR=226.16 RR=1.67 | Quantum: SIGNAL=-0.628 COHERENCE=0.67 CONFIDENCE=0.79 ENTROPY=0.35 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.121 WP=48.7% EV=-1.74 CVaR=-339.25 sim=27.6ms]
[DubaiMatrixASI] 14:36:28.871    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:28.872    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940598 | Pico=$75.31 → Atual=$44.36 (perdeu 41% do pico)
[DubaiMatrixASI] 14:36:28.872    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940598 (via socket)
[DubaiMatrixASI] 14:36:28.891    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940604 | Pico=$74.41 → Atual=$43.46 (perdeu 42% do pico)
[DubaiMatrixASI] 14:36:28.900    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940604 (via socket)
[DubaiMatrixASI] 14:36:28.906    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940614 | Pico=$61.44 → Atual=$30.49 (perdeu 50% do pico)
[DubaiMatrixASI] 14:36:28.907    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940614 (via socket)
[DubaiMatrixASI] 14:36:28.907    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940622 | Pico=$62.03 → Atual=$31.08 (perdeu 50% do pico)
[DubaiMatrixASI] 14:36:28.908    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940622 (via socket)
[DubaiMatrixASI] 14:36:28.908    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940630 | Pico=$61.91 → Atual=$30.96 (perdeu 50% do pico)
[DubaiMatrixASI] 14:36:28.909    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940630 (via socket)
[DubaiMatrixASI] 14:36:28.909    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940639 | Pico=$63.52 → Atual=$32.57 (perdeu 49% do pico)
[DubaiMatrixASI] 14:36:28.909    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940639 (via socket)
[DubaiMatrixASI] 14:36:28.910    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940671 | Pico=$64.68 → Atual=$33.73 (perdeu 48% do pico)
[DubaiMatrixASI] 14:36:28.910    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940671 (via socket)
[DubaiMatrixASI] 14:36:28.910    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940677 | Pico=$64.60 → Atual=$33.65 (perdeu 48% do pico)
[DubaiMatrixASI] 14:36:28.911    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940677 (via socket)
[DubaiMatrixASI] 14:36:28.911    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940686 | Pico=$64.49 → Atual=$33.54 (perdeu 48% do pico)
[DubaiMatrixASI] 14:36:28.912    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940686 (via socket)
[DubaiMatrixASI] 14:36:28.912    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940694 | Pico=$64.55 → Atual=$33.59 (perdeu 48% do pico)
[DubaiMatrixASI] 14:36:28.913    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940694 (via socket)
[DubaiMatrixASI] 14:36:28.913    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940700 | Pico=$62.29 → Atual=$31.33 (perdeu 50% do pico)
[DubaiMatrixASI] 14:36:28.913    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940700 (via socket)
[DubaiMatrixASI] 14:36:28.914    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940710 | Pico=$60.41 → Atual=$29.46 (perdeu 51% do pico)
[DubaiMatrixASI] 14:36:28.914    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940710 (via socket)
[DubaiMatrixASI] 14:36:28.914    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940716 | Pico=$62.79 → Atual=$31.84 (perdeu 49% do pico)
[DubaiMatrixASI] 14:36:28.915    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940716 (via socket)
[DubaiMatrixASI] 14:36:28.915    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940723 | Pico=$72.38 → Atual=$41.43 (perdeu 43% do pico)
[DubaiMatrixASI] 14:36:28.916    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940723 (via socket)
[DubaiMatrixASI] 14:36:28.916    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940731 | Pico=$70.16 → Atual=$39.21 (perdeu 44% do pico)
[DubaiMatrixASI] 14:36:28.916    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940731 (via socket)
[DubaiMatrixASI] 14:36:29.081   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.605 conf=0.77 coherence=0.67 regime=DRIFTING_BEAR ATR=226.16 RR=1.67 | Quantum: SIGNAL=-0.605 COHERENCE=0.67 CONFIDENCE=0.77 ENTROPY=0.33 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent,CandleAnatomyAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.095 WP=49.7% EV=+1.09 CVaR=-339.25 sim=28.3ms]
[DubaiMatrixASI] 14:36:29.092    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:29.093    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940598 | Pico=$75.31 → Atual=$27.72 (perdeu 63% do pico)
[DubaiMatrixASI] 14:36:29.102     INFO │ 📩 Resposta EA Socket: RESULT|CLOSE|SUCCESS|1436860784|68011.08
[DubaiMatrixASI] 14:36:29.103  WARNING │ Posição 1586940598 não encontrada
[DubaiMatrixASI] 14:36:29.109    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940604 | Pico=$74.41 → Atual=$26.81 (perdeu 64% do pico)
[DubaiMatrixASI] 14:36:29.110    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940604 (via socket)
[DubaiMatrixASI] 14:36:29.110    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940614 | Pico=$61.44 → Atual=$13.84 (perdeu 77% do pico)
[DubaiMatrixASI] 14:36:29.111    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940614 (via socket)
[DubaiMatrixASI] 14:36:29.111    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940622 | Pico=$62.03 → Atual=$14.43 (perdeu 77% do pico)
[DubaiMatrixASI] 14:36:29.112    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940622 (via socket)
[DubaiMatrixASI] 14:36:29.112    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940630 | Pico=$61.91 → Atual=$14.32 (perdeu 77% do pico)
[DubaiMatrixASI] 14:36:29.113    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940630 (via socket)
[DubaiMatrixASI] 14:36:29.113    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940639 | Pico=$63.52 → Atual=$15.92 (perdeu 75% do pico)
[DubaiMatrixASI] 14:36:29.113    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940639 (via socket)
[DubaiMatrixASI] 14:36:29.114    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940671 | Pico=$64.68 → Atual=$17.09 (perdeu 74% do pico)
[DubaiMatrixASI] 14:36:29.114    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940671 (via socket)
[DubaiMatrixASI] 14:36:29.115    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940677 | Pico=$64.60 → Atual=$17.01 (perdeu 74% do pico)
[DubaiMatrixASI] 14:36:29.115    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940677 (via socket)
[DubaiMatrixASI] 14:36:29.115    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940686 | Pico=$64.49 → Atual=$16.89 (perdeu 74% do pico)
[DubaiMatrixASI] 14:36:29.116    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940686 (via socket)
[DubaiMatrixASI] 14:36:29.116    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940694 | Pico=$64.55 → Atual=$16.95 (perdeu 74% do pico)
[DubaiMatrixASI] 14:36:29.116    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940694 (via socket)
[DubaiMatrixASI] 14:36:29.117    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940700 | Pico=$62.29 → Atual=$14.69 (perdeu 76% do pico)
[DubaiMatrixASI] 14:36:29.117    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940700 (via socket)
[DubaiMatrixASI] 14:36:29.118    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940710 | Pico=$60.41 → Atual=$12.81 (perdeu 79% do pico)
[DubaiMatrixASI] 14:36:29.119    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940710 (via socket)
[DubaiMatrixASI] 14:36:29.119    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940716 | Pico=$62.79 → Atual=$15.20 (perdeu 76% do pico)
[DubaiMatrixASI] 14:36:29.120    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940716 (via socket)
[DubaiMatrixASI] 14:36:29.120    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940723 | Pico=$72.38 → Atual=$24.78 (perdeu 66% do pico)
[DubaiMatrixASI] 14:36:29.121    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940723 (via socket)
[DubaiMatrixASI] 14:36:29.121    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940731 | Pico=$70.16 → Atual=$22.57 (perdeu 68% do pico)
[DubaiMatrixASI] 14:36:29.122    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940731 (via socket)
[DubaiMatrixASI] 14:36:29.310     INFO │ 📩 Resposta EA Socket: RESULT|CLOSE|SUCCESS|1436860793|68008.51
[DubaiMatrixASI] 14:36:29.379   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.633 conf=0.81 coherence=0.69 regime=DRIFTING_BEAR ATR=226.16 RR=1.67 | Quantum: SIGNAL=-0.633 COHERENCE=0.69 CONFIDENCE=0.81 ENTROPY=0.33 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.112 WP=49.3% EV=-1.05 CVaR=-339.25 sim=33.0ms]
[DubaiMatrixASI] 14:36:29.391    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:29.399    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940614 | Pico=$61.44 → Atual=$16.75 (perdeu 73% do pico)
[DubaiMatrixASI] 14:36:29.409    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940614 (via socket)
[DubaiMatrixASI] 14:36:29.415    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940622 | Pico=$62.03 → Atual=$17.33 (perdeu 72% do pico)
[DubaiMatrixASI] 14:36:29.415    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940622 (via socket)
[DubaiMatrixASI] 14:36:29.415    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940630 | Pico=$61.91 → Atual=$17.22 (perdeu 72% do pico)
[DubaiMatrixASI] 14:36:29.416    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940630 (via socket)
[DubaiMatrixASI] 14:36:29.416    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940639 | Pico=$63.52 → Atual=$18.83 (perdeu 70% do pico)
[DubaiMatrixASI] 14:36:29.417    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940639 (via socket)
[DubaiMatrixASI] 14:36:29.418    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940671 | Pico=$64.68 → Atual=$19.99 (perdeu 69% do pico)
[DubaiMatrixASI] 14:36:29.418    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940671 (via socket)
[DubaiMatrixASI] 14:36:29.419    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940677 | Pico=$64.60 → Atual=$19.91 (perdeu 69% do pico)
[DubaiMatrixASI] 14:36:29.420    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940677 (via socket)
[DubaiMatrixASI] 14:36:29.421    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940686 | Pico=$64.49 → Atual=$19.80 (perdeu 69% do pico)
[DubaiMatrixASI] 14:36:29.421    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940686 (via socket)
[DubaiMatrixASI] 14:36:29.422    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940694 | Pico=$64.55 → Atual=$19.85 (perdeu 69% do pico)
[DubaiMatrixASI] 14:36:29.423    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940694 (via socket)
[DubaiMatrixASI] 14:36:29.423    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940700 | Pico=$62.29 → Atual=$17.59 (perdeu 72% do pico)
[DubaiMatrixASI] 14:36:29.423    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940700 (via socket)
[DubaiMatrixASI] 14:36:29.424    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940710 | Pico=$60.41 → Atual=$15.72 (perdeu 74% do pico)
[DubaiMatrixASI] 14:36:29.424    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940710 (via socket)
[DubaiMatrixASI] 14:36:29.425    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940716 | Pico=$62.79 → Atual=$18.10 (perdeu 71% do pico)
[DubaiMatrixASI] 14:36:29.426    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940716 (via socket)
[DubaiMatrixASI] 14:36:29.426    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940723 | Pico=$72.38 → Atual=$27.69 (perdeu 62% do pico)
[DubaiMatrixASI] 14:36:29.426    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940723 (via socket)
[DubaiMatrixASI] 14:36:29.427    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940731 | Pico=$70.16 → Atual=$25.47 (perdeu 64% do pico)
[DubaiMatrixASI] 14:36:29.427    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940731 (via socket)
[DubaiMatrixASI] 14:36:29.522     INFO │ 📩 Resposta EA Socket: RESULT|CLOSE|SUCCESS|1436860802|68008.90
[DubaiMatrixASI] 14:36:29.642   SIGNAL │ 🎯 DECISION: SELL | SELL signal=-0.633 conf=0.81 coherence=0.69 regime=DRIFTING_BEAR ATR=226.16 RR=1.67 | Quantum: SIGNAL=-0.633 COHERENCE=0.69 CONFIDENCE=0.81 ENTROPY=0.33 COLLAPSED | BULL[VolatilityAgent,StatisticalAgent,StopHunterAgent,MacroBiasAgent,LiquidityHeatmapAgent,PremiumDiscountAgent,ChartStructureAgent] BEAR[TrendAgent,MomentumAgent,MicrostructureAgent,LiquidationVacuumAgent,HarmonicResonanceAgent,CrossScaleConvergenceAgent,SentimentFearGreedAgent,GameTheoryNashAgent,CppFractalAgent,PriceGravityAgent,AggressivenessAgent,PriceVelocityAgent,OscillationWaveAgent] NEUTRAL[VolumeAgent,FractalAgent,SRAgent,DivergenceAgent,TimeWarpAgent,OnChainPressureAgent,RetailPsychologyAgent,ExplosionDetectorAgent] | MC[score=-0.093 WP=49.6% EV=+1.70 CVaR=-339.25 sim=34.9ms]
[DubaiMatrixASI] 14:36:29.643    DEBUG │ 🔒 Candle Lock: já executou SELL neste candle. Aguardando próximo.
[DubaiMatrixASI] 14:36:29.644    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940622 | Pico=$62.03 → Atual=$15.94 (perdeu 74% do pico)
[DubaiMatrixASI] 14:36:29.644    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940622 (via socket)
[DubaiMatrixASI] 14:36:29.645    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940630 | Pico=$61.91 → Atual=$15.83 (perdeu 74% do pico)
[DubaiMatrixASI] 14:36:29.645    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940630 (via socket)
[DubaiMatrixASI] 14:36:29.646    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940639 | Pico=$63.52 → Atual=$17.44 (perdeu 73% do pico)
[DubaiMatrixASI] 14:36:29.646    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940639 (via socket)
[DubaiMatrixASI] 14:36:29.647    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940671 | Pico=$64.68 → Atual=$18.60 (perdeu 71% do pico)
[DubaiMatrixASI] 14:36:29.647    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940671 (via socket)
[DubaiMatrixASI] 14:36:29.648    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940677 | Pico=$64.60 → Atual=$18.52 (perdeu 71% do pico)
[DubaiMatrixASI] 14:36:29.648    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940677 (via socket)
[DubaiMatrixASI] 14:36:29.649    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940686 | Pico=$64.49 → Atual=$18.41 (perdeu 71% do pico)
[DubaiMatrixASI] 14:36:29.650    OMEGA │ ⚡ ⚡ FAST CLOSE SINALIZADO: ticket=1586940686 (via socket)
[DubaiMatrixASI] 14:36:29.650    OMEGA │ ⚡ 🔒 PROFIT LOCK: Ticket 1586940694 | Pico=$64.55 → Atual=$18.46 (perdeu 71% do pico)
